"NVP_BID_NR","SVC_GRP_NR","SVC_GRP_SUF_NR","DEL_ZN_NR","WGT_MS_UNT_TYP_CD","WGT_CGY_WGY_QY","PKGVOL","WEIGHT"
"I930000891","ACCRVHK","00","403   ","LB",37,0.0049047619,37
"I930000891","ACCRVHK","00","403   ","LB",44,0.0049047619,44
"I930000891","ACCRVHK","00","407   ","LB",5,0.0196190476,5
"I930000891","ACCRVHK","00","407   ","LB",12,0.0049047619,12
"I930000891","ACCRVHK","00","407   ","LB",18,0.0049047619,18
"I930000891","ACCRVHL","00","451   ","LB",1,0.007452381,1
"I930000891","ACCRVHL","00","451   ","LB",2,0.0149047619,2
"I930000891","ACCRVHL","00","451   ","LB",5,0.007452381,5
"I930000891","ACCRVHL","00","453   ","LB",1,0.007452381,1
"I930000891","ACCRVHL","00","453   ","LB",2,0.007452381,2
"I930000891","ACCRVHL","00","454   ","LB",1,0.0149047619,1
"I930000891","ACCRVHL","00","454   ","LB",2,0.0149047619,2
"I930000891","ACCRVHL","00","454   ","LB",5,0.007452381,5
"I930000891","ACCRVHL","00","454   ","LB",14,0.007452381,14
"I930000891","ACCRVHL","00","454   ","LB",23,0.007452381,23
"I930000891","ACCRVHL","00","455   ","LB",2,0.007452381,2
"I930000891","ACCRVHL","00","456   ","LB",2,0.0149047619,2
"I930000891","ACCRVHL","00","456   ","LB",5,0.007452381,5
"I930000891","ACCRVHL","00","456   ","LB",7,0.007452381,7
"I930000891","ACCRVHL","00","458   ","LB",2,0.007452381,2
"I930000891","ACCRVHL","00","459   ","LB",2,0.0149047619,2
"I930000891","ACCRVHL","00","459   ","LB",7,0.007452381,7
"I930000891","ACCRVHL","00","461   ","LB",2,0.007452381,2
"I930000891","ACCRVHL","00","462   ","LB",1,0.0223571429,1
"I930000891","ACCRVHL","00","462   ","LB",2,0.0596190476,2
"I930000891","ACCRVHL","00","462   ","LB",3,0.007452381,3
"I930000891","ACCRVHL","00","462   ","LB",4,0.007452381,4
"I930000891","ACCRVHL","00","462   ","LB",6,0.007452381,6
"I930000891","ACCRVHL","00","462   ","LB",7,0.007452381,7
"I930000891","ACCRVHL","00","462   ","LB",11,0.007452381,11
"I930000891","ACCRVHL","00","463   ","LB",1,0.0596190476,1
"I930000891","ACCRVHL","00","463   ","LB",2,0.0745238095,2
"I930000891","ACCRVHL","00","463   ","LB",3,0.0372619048,3
"I930000891","ACCRVHL","00","471   ","LB",2,0.007452381,2
"I930000891","ACCRVHL","00","471   ","LB",3,0.007452381,3
"I930000891","ACCRVHL","00","491   ","LB",1,0.1341428571,1
"I930000891","ACCRVHL","00","491   ","LB",3,0.0149047619,3
"I930000891","ACCRVHL","00","491   ","LB",4,0.007452381,4
"I930000891","ACCRVHL","00","491   ","LB",6,0.0223571429,6
"I930000891","ACCRVHL","00","491   ","LB",7,0.007452381,7
"I930000891","ACCRVHL","00","491   ","LB",8,0.007452381,8
"I930000891","ACCRVHL","00","491   ","LB",9,0.007452381,9
"I930000891","ACCRVHL","00","491   ","LB",10,0.0670714286,10
"I930000891","ACCRVHM","00","451   ","LB",0,0.0328571429,0
"I930000891","ACCRVHM","00","452   ","LB",0,0.010952381,0
"I930000891","ACCRVHM","00","454   ","LB",0,0.1423809524,0
"I930000891","ACCRVHM","00","456   ","LB",0,0.0328571429,0
"I930000891","ACCRVHM","00","457   ","LB",0,0.010952381,0
"I930000891","ACCRVHM","00","458   ","LB",0,0.010952381,0
"I930000891","ACCRVHM","00","459   ","LB",0,0.0219047619,0
"I930000891","ACCRVHM","00","461   ","LB",0,0.0219047619,0
"I930000891","ACCRVHM","00","462   ","LB",0,0.2519047619,0
"I930000891","ACCRVHM","00","463   ","LB",0,0.1314285714,0
"I930000891","ACCRVHM","00","491   ","LB",0,0.4271428571,0
"I930000891","ACCRVHN","00","491   ","LB",3,0.3054761905,3
"I930000891","ACCRVHO","00","033   ","LB",1,0.010952381,1
"I930000891","ACCRVHO","00","033   ","LB",13,0.010952381,13
"I930000891","ACCRVHO","00","033   ","LB",15,0.010952381,15
"I930000891","ACCRVHO","00","033   ","LB",21,0.010952381,21
"I930000891","ACCRVHO","00","034   ","LB",9,0.010952381,9
"I930000891","ACCRVHO","00","034   ","LB",11,0.010952381,11
"I930000891","ACCRVHO","00","034   ","LB",19,0.0219047619,19
"I930000891","ACCRVHO","00","034   ","LB",21,0.010952381,21
"I930000891","ACCRVHO","00","034   ","LB",28,0.010952381,28
"I930000891","ACCRVHO","00","035   ","LB",1,0.010952381,1
"I930000891","ACCRVHO","00","035   ","LB",2,0.010952381,2
"I930000891","ACCRVHO","00","035   ","LB",4,0.010952381,4
"I930000891","ACCRVHO","00","035   ","LB",6,0.0219047619,6
"I930000891","ACCRVHO","00","035   ","LB",7,0.010952381,7
"I930000891","ACCRVHO","00","035   ","LB",14,0.0219047619,14
"I930000891","ACCRVHO","00","035   ","LB",17,0.010952381,17
"I930000891","ACCRVHO","00","035   ","LB",23,0.010952381,23
"I930000891","ACCRVHO","00","035   ","LB",27,0.010952381,27
"I930000891","ACCRVHO","00","035   ","LB",48,0.010952381,48
"I930000891","ACCRVHO","00","035   ","LB",83,0.010952381,83
"I930000891","ACCRVHO","00","035   ","LB",104,0.010952381,104
"I930000891","ACCRVHO","00","036   ","LB",1,0.0876190476,1
"I930000891","ACCRVHO","00","036   ","LB",2,0.0328571429,2
"I930000891","ACCRVHO","00","036   ","LB",3,0.0328571429,3
"I930000891","ACCRVHO","00","036   ","LB",4,0.0219047619,4
"I930000891","ACCRVHO","00","036   ","LB",5,0.0438095238,5
"I930000891","ACCRVHO","00","036   ","LB",6,0.0328571429,6
"I930000891","ACCRVHO","00","036   ","LB",8,0.010952381,8
"I930000891","ACCRVHO","00","036   ","LB",9,0.010952381,9
"I930000891","ACCRVHO","00","036   ","LB",10,0.010952381,10
"I930000891","ACCRVHO","00","036   ","LB",11,0.010952381,11
"I930000891","ACCRVHO","00","036   ","LB",12,0.010952381,12
"I930000891","ACCRVHO","00","036   ","LB",13,0.0219047619,13
"I930000891","ACCRVHO","00","036   ","LB",14,0.010952381,14
"I930000891","ACCRVHO","00","036   ","LB",16,0.0219047619,16
"I930000891","ACCRVHO","00","036   ","LB",19,0.010952381,19
"I930000891","ACCRVHO","00","036   ","LB",24,0.0219047619,24
"I930000891","ACCRVHO","00","036   ","LB",29,0.010952381,29
"I930000891","ACCRVHO","00","036   ","LB",30,0.0219047619,30
"I930000891","ACCRVHO","00","036   ","LB",35,0.010952381,35
"I930000891","ACCRVHO","00","036   ","LB",36,0.010952381,36
"I930000891","ACCRVHO","00","036   ","LB",45,0.010952381,45
"I930000891","ACCRVHO","00","036   ","LB",46,0.010952381,46
"I930000891","ACCRVHO","00","036   ","LB",52,0.010952381,52
"I930000891","ACCRVHO","00","036   ","LB",60,0.010952381,60
"I930000891","ACCRVHO","00","036   ","LB",61,0.010952381,61
"I930000891","ACCRVHO","00","036   ","LB",70,0.0219047619,70
"I930000891","ACCRVHO","00","036   ","LB",73,0.010952381,73
"I930000891","ACCRVHO","00","036   ","LB",80,0.010952381,80
"I930000891","ACCRVHO","00","036   ","LB",87,0.010952381,87
"I930000891","ACCRVHO","00","037   ","LB",1,0.010952381,1
"I930000891","ACCRVHO","00","037   ","LB",2,0.010952381,2
"I930000891","ACCRVHO","00","037   ","LB",3,0.0328571429,3
"I930000891","ACCRVHO","00","037   ","LB",4,0.0438095238,4
"I930000891","ACCRVHO","00","037   ","LB",5,0.0219047619,5
"I930000891","ACCRVHO","00","037   ","LB",6,0.010952381,6
"I930000891","ACCRVHO","00","037   ","LB",7,0.010952381,7
"I930000891","ACCRVHO","00","037   ","LB",9,0.0219047619,9
"I930000891","ACCRVHO","00","037   ","LB",10,0.010952381,10
"I930000891","ACCRVHO","00","037   ","LB",17,0.010952381,17
"I930000891","ACCRVHO","00","037   ","LB",22,0.010952381,22
"I930000891","ACCRVHO","00","037   ","LB",24,0.010952381,24
"I930000891","ACCRVHO","00","037   ","LB",29,0.010952381,29
"I930000891","ACCRVHO","00","037   ","LB",30,0.010952381,30
"I930000891","ACCRVHO","00","037   ","LB",37,0.010952381,37
"I930000891","ACCRVHO","00","037   ","LB",83,0.010952381,83
"I930000891","ACCRVHO","00","037   ","LB",93,0.010952381,93
"I930000891","ACCRVHO","00","037   ","LB",129,0.010952381,129
"I930000891","ACCRVHP","00","032   ","LB",1,0.0655238095,1
"I930000891","ACCRVHP","00","033   ","LB",1,0.1965714286,1
"I930000891","ACCRVHP","00","035   ","LB",1,0.0655238095,1
"I930000891","ACCRVHP","00","036   ","LB",1,1.0483809524,1
"I930000891","ACCRVHP","00","036   ","LB",22,0.0655238095,22
"I930000891","ACCRVHP","00","036   ","LB",30,0.0655238095,30
"I930000891","ACCRVHP","00","037   ","LB",3,0.0655238095,3
"I930000891","ACCRVHQ","00","363   ","LB",11,0.0073571429,11
"I930000891","ACCRVHQ","00","363   ","LB",118,0.0073571429,118
"I930000891","ACCRVHQ","00","365   ","LB",4,0.0073571429,4
"I930000891","ACCRVHQ","00","365   ","LB",5,0.0147142857,5
"I930000891","ACCRVHQ","00","365   ","LB",6,0.0073571429,6
"I930000891","ACCRVHQ","00","365   ","LB",7,0.0073571429,7
"I930000891","ACCRVHQ","00","365   ","LB",12,0.0073571429,12
"I930000891","ACCRVHQ","00","365   ","LB",14,0.0073571429,14
"I930000891","ACCRVHQ","00","365   ","LB",15,0.0073571429,15
"I930000891","ACCRVHQ","00","365   ","LB",20,0.0147142857,20
"I930000891","ACCRVHQ","00","365   ","LB",21,0.0073571429,21
"I930000891","ACCRVHQ","00","365   ","LB",26,0.0073571429,26
"I930000891","ACCRVHQ","00","365   ","LB",28,0.0073571429,28
"I930000891","ACCRVHQ","00","365   ","LB",30,0.0073571429,30
"I930000891","ACCRVHQ","00","365   ","LB",33,0.0073571429,33
"I930000891","ACCRVHQ","00","365   ","LB",36,0.0073571429,36
"I930000891","ACCRVHQ","00","365   ","LB",38,0.0073571429,38
"I930000891","ACCRVHQ","00","365   ","LB",45,0.0147142857,45
"I930000891","ACCRVHQ","00","365   ","LB",47,0.0073571429,47
"I930000891","ACCRVHQ","00","365   ","LB",51,0.0073571429,51
"I930000891","ACCRVHQ","00","365   ","LB",63,0.0073571429,63
"I930000891","ACCRVHQ","00","365   ","LB",110,0.0073571429,110
"I930000891","ACCRVHQ","00","365   ","LB",150,0.0073571429,150
"I930000891","ACCRVHQ","00","365   ","LB",160,0.0073571429,160
"I930000891","ACCRVHQ","00","365   ","LB",300,0.0073571429,300
"I930000891","ACCRVHQ","00","365   ","LB",320,0.0073571429,320
"I930000891","ACCRVHQ","00","366   ","LB",7,0.0073571429,7
"I930000891","ACCRVHQ","00","366   ","LB",22,0.0073571429,22
"I930000891","ACCRVHQ","00","366   ","LB",100,0.0073571429,100
"I930000891","ACCRVHQ","00","366   ","LB",105,0.0073571429,105
"I930000891","ACCRVHQ","00","366   ","LB",129,0.0073571429,129
"I930000891","ACCRVHQ","00","366   ","LB",150,0.0073571429,150
"I930000891","ACCRVHQ","00","366   ","LB",246,0.0073571429,246
"I930000891","ACCRVHQ","00","366   ","LB",428,0.0073571429,428
"I930000891","ACCRVHQ","00","366   ","LB",575,0.0073571429,575
"I930000891","ACCRVHQ","00","367   ","LB",1,0.0073571429,1
"I930000891","ACCRVHQ","00","367   ","LB",3,0.0367857143,3
"I930000891","ACCRVHQ","00","367   ","LB",4,0.0367857143,4
"I930000891","ACCRVHQ","00","367   ","LB",6,0.0220714286,6
"I930000891","ACCRVHQ","00","367   ","LB",7,0.0294285714,7
"I930000891","ACCRVHQ","00","367   ","LB",8,0.0367857143,8
"I930000891","ACCRVHQ","00","367   ","LB",9,0.0662142857,9
"I930000891","ACCRVHQ","00","367   ","LB",10,0.0220714286,10
"I930000891","ACCRVHQ","00","367   ","LB",11,0.0220714286,11
"I930000891","ACCRVHQ","00","367   ","LB",12,0.0073571429,12
"I930000891","ACCRVHQ","00","367   ","LB",13,0.0073571429,13
"I930000891","ACCRVHQ","00","367   ","LB",17,0.0294285714,17
"I930000891","ACCRVHQ","00","367   ","LB",18,0.0294285714,18
"I930000891","ACCRVHQ","00","367   ","LB",20,0.0073571429,20
"I930000891","ACCRVHQ","00","367   ","LB",23,0.0147142857,23
"I930000891","ACCRVHQ","00","367   ","LB",30,0.0220714286,30
"I930000891","ACCRVHQ","00","367   ","LB",33,0.0073571429,33
"I930000891","ACCRVHQ","00","367   ","LB",34,0.0147142857,34
"I930000891","ACCRVHQ","00","367   ","LB",75,0.0073571429,75
"I930000891","ACCRVHQ","00","367   ","LB",78,0.0073571429,78
"I930000891","ACCRVHQ","00","367   ","LB",87,0.0073571429,87
"I930000891","ACCRVHQ","00","367   ","LB",331,0.0073571429,331
"I930000891","ACCRVHQ","00","367   ","LB",485,0.0073571429,485
"I930000891","ACCRVHR","00","365   ","LB",5,0.1794761905,5
"I930000891","ACCRVHR","00","366   ","LB",11,0.358952381,11
"I930000891","ACCRVHR","00","366   ","LB",13,0.1794761905,13
"I930000891","ACCRVHR","00","367   ","LB",2,0.1794761905,2
"I930000891","ACCRVHR","00","367   ","LB",7,0.1794761905,7
"I930000891","ACCRVHS","00","081   ","LB",1,0.3163809524,1
"I930000891","ACCRVHS","00","081   ","LB",2,0.1006666667,2
"I930000891","ACCRVHS","00","081   ","LB",17,0.0143809524,17
"I930000891","ACCRVHS","00","901   ","LB",1,0.3163809524,1
"I930000891","ACCRVHS","00","901   ","LB",2,0.0575238095,2
"I930000891","ACCRVHS","00","901   ","LB",3,0.0143809524,3
"I930000891","ACCRVHS","00","903   ","LB",1,0.0143809524,1
"I930000891","ACCRVHS","00","904   ","LB",1,0.0143809524,1
"I930000891","ACCRVHS","00","907   ","LB",1,0.0143809524,1
"I930000891","ACCRVHS","00","909   ","LB",1,0.0143809524,1
"I930000891","ACCRVHS","00","909   ","LB",3,0.0143809524,3
"I930000891","ACCRVHS","00","911   ","LB",2,0.0143809524,2
"I930000891","ACCRVHS","00","912   ","LB",1,0.0287619048,1
"I930000891","ACCRVHS","00","913   ","LB",1,0.0287619048,1
"I930000891","ACCRVHS","00","913   ","LB",2,0.0143809524,2
"I930000891","ACCRVHT","00","401   ","LB",1,0.11,1
"I930000891","ACCRVHT","00","401   ","LB",2,0.03,2
"I930000891","ACCRVHT","00","401   ","LB",3,0.01,3
"I930000891","ACCRVHT","00","402   ","LB",1,0.02,1
"I930000891","ACCRVHT","00","403   ","LB",1,0.05,1
"I930000891","ACCRVHT","00","403   ","LB",2,0.01,2
"I930000891","ACCRVHT","00","404   ","LB",1,0.08,1
"I930000891","ACCRVHT","00","404   ","LB",2,0.02,2
"I930000891","ACCRVHT","00","405   ","LB",1,0.02,1
"I930000891","ACCRVHT","00","405   ","LB",2,0.01,2
"I930000891","ACCRVHT","00","406   ","LB",1,0.06,1
"I930000891","ACCRVHT","00","406   ","LB",2,0.01,2
"I930000891","ACCRVHT","00","407   ","LB",1,0.01,1
"I930000891","ACCRVHT","00","408   ","LB",2,0.01,2
"I930000891","ACCRVHT","00","409   ","LB",1,0.07,1
"I930000891","ACCRVHT","00","409   ","LB",2,0.01,2
"I930000891","ACCRVHT","00","409   ","LB",3,0.03,3
"I930000891","ACCRVHT","00","409   ","LB",5,0.01,5
"I930000891","ACCRVHT","00","409   ","LB",8,0.01,8
"I930000891","ACCRVHT","00","411   ","LB",1,0.02,1
"I930000891","ACCRVHT","00","411   ","LB",2,0.04,2
"I930000891","ACCRVHT","00","411   ","LB",3,0.01,3
"I930000891","ACCRVHT","00","412   ","LB",1,0.06,1
"I930000891","ACCRVHT","00","412   ","LB",2,0.03,2
"I930000891","ACCRVHT","00","481   ","LB",1,0.16,1
"I930000891","ACCRVHT","00","481   ","LB",2,0.03,2
"I930000891","ACCRVHT","00","481   ","LB",3,0.01,3
"I930000891","ACCRVHT","00","482   ","LB",1,0.02,1
"I930000891","ACCRVHT","00","482   ","LB",2,0.01,2
"I930000891","ACCRVHT","00","484   ","LB",1,0.03,1
"I930000891","ACCRVHU","01","002   ","OZ",5,26.483,0.3125
"I930000891","ACCRVHV","01","002   ","LB",5,21.355,5
"I930000891","ACCRVHW","00","401   ","LB",100,0.0220714286,100
"I930000891","ACCRVHW","00","405   ","LB",23,0.0220714286,23
"I930000891","ACCRVHW","00","481   ","LB",636,0.0220714286,636
"I930000891","ACCRVHX","00","451   ","LB",149,0.0001190476,149
"I930000891","ACCRVHX","00","451   ","LB",300,0.0001190476,300
"I930000891","ACCRVHX","00","451   ","LB",305,0.0001190476,305
"I930000891","ACCRVHX","00","451   ","LB",310,0.0001190476,310
"I930000891","ACCRVHX","00","451   ","LB",356,0.0001190476,356
"I930000891","ACCRVHX","00","451   ","LB",382,0.0002380952,382
"I930000891","ACCRVHX","00","451   ","LB",478,0.0001190476,478
"I930000891","ACCRVHX","00","451   ","LB",534,0.0001190476,534
"I930000891","ACCRVHX","00","451   ","LB",542,0.0001190476,542
"I930000891","ACCRVHX","00","451   ","LB",593,0.0001190476,593
"I930000891","ACCRVHX","00","451   ","LB",4570,0.0001190476,4570
"I930000891","ACCRVHX","00","453   ","LB",100,0.0001190476,100
"I930000891","ACCRVHX","00","454   ","LB",255,0.000952381,255
"I930000891","ACCRVHX","00","454   ","LB",311,0.0001190476,311
"I930000891","ACCRVHX","00","454   ","LB",458,0.0001190476,458
"I930000891","ACCRVHX","00","454   ","LB",509,0.0001190476,509
"I930000891","ACCRVHX","00","454   ","LB",763,0.0001190476,763
"I930000891","ACCRVHX","00","454   ","LB",793,0.0001190476,793
"I930000891","ACCRVHX","00","459   ","LB",302,0.0001190476,302
"I930000891","ACCRVHX","00","459   ","LB",478,0.0001190476,478
"I930000891","ACCRVHX","00","459   ","LB",497,0.0001190476,497
"I930000891","ACCRVHX","00","459   ","LB",511,0.0001190476,511
"I930000891","ACCRVHX","00","459   ","LB",1376,0.0001190476,1376
"I930000891","ACCRVHX","00","462   ","LB",89,0.0001190476,89
"I930000891","ACCRVHX","00","462   ","LB",126,0.0001190476,126
"I930000891","ACCRVHX","00","462   ","LB",140,0.0001190476,140
"I930000891","ACCRVHX","00","462   ","LB",157,0.0001190476,157
"I930000891","ACCRVHX","00","462   ","LB",195,0.0001190476,195
"I930000891","ACCRVHX","00","462   ","LB",216,0.0001190476,216
"I930000891","ACCRVHX","00","462   ","LB",225,0.0001190476,225
"I930000891","ACCRVHX","00","462   ","LB",244,0.0001190476,244
"I930000891","ACCRVHX","00","462   ","LB",270,0.0001190476,270
"I930000891","ACCRVHX","00","462   ","LB",295,0.0001190476,295
"I930000891","ACCRVHX","00","462   ","LB",301,0.0001190476,301
"I930000891","ACCRVHX","00","462   ","LB",310,0.0001190476,310
"I930000891","ACCRVHX","00","462   ","LB",313,0.0001190476,313
"I930000891","ACCRVHX","00","462   ","LB",361,0.0001190476,361
"I930000891","ACCRVHX","00","462   ","LB",371,0.0001190476,371
"I930000891","ACCRVHX","00","462   ","LB",377,0.0001190476,377
"I930000891","ACCRVHX","00","462   ","LB",387,0.0001190476,387
"I930000891","ACCRVHX","00","462   ","LB",469,0.0001190476,469
"I930000891","ACCRVHX","00","462   ","LB",492,0.0001190476,492
"I930000891","ACCRVHX","00","462   ","LB",524,0.0001190476,524
"I930000891","ACCRVHX","00","462   ","LB",541,0.0001190476,541
"I930000891","ACCRVHX","00","462   ","LB",543,0.0001190476,543
"I930000891","ACCRVHX","00","462   ","LB",573,0.0001190476,573
"I930000891","ACCRVHX","00","462   ","LB",597,0.0001190476,597
"I930000891","ACCRVHX","00","462   ","LB",1081,0.0001190476,1081
"I930000891","ACCRVHX","00","462   ","LB",2075,0.0001190476,2075
"I930000891","ACCRVHX","00","494   ","LB",224,0.0002380952,224
"I930000891","ACCRVHX","00","494   ","LB",232,0.0001190476,232
"I930000891","ACCRVHX","00","494   ","LB",307,0.0001190476,307
"I930000891","ACCRVHX","00","494   ","LB",319,0.0001190476,319
"I930000891","ACCRVHX","00","494   ","LB",329,0.0001190476,329
"I930000891","ACCRVHX","00","494   ","LB",341,0.0002380952,341
"I930000891","ACCRVHX","00","494   ","LB",354,0.0002380952,354
"I930000891","ACCRVHX","00","494   ","LB",383,0.0001190476,383
"I930000891","ACCRVHX","00","494   ","LB",395,0.0001190476,395
"I930000891","ACCRVHX","00","494   ","LB",414,0.0001190476,414
"I930000891","ACCRVHX","00","494   ","LB",425,0.0001190476,425
"I930000891","ACCRVHX","00","494   ","LB",440,0.0001190476,440
"I930000891","ACCRVHX","00","494   ","LB",443,0.0001190476,443
"I930000891","ACCRVHX","00","494   ","LB",460,0.0001190476,460
"I930000891","ACCRVHX","00","494   ","LB",516,0.0001190476,516
"I930000891","ACCRVHX","00","494   ","LB",566,0.0001190476,566
"I930000891","ACCRVHX","00","494   ","LB",608,0.0001190476,608
"I930000891","ACCRVHX","00","494   ","LB",702,0.0001190476,702
"I930000891","ACCRVHX","00","494   ","LB",719,0.0001190476,719
"I930000891","ACCRVHX","00","494   ","LB",791,0.0001190476,791
"I930000891","ACCRVHX","00","494   ","LB",805,0.0001190476,805
"I930000891","ACCRVHX","00","494   ","LB",854,0.0001190476,854
"I930000891","ACCRVHX","00","494   ","LB",923,0.0001190476,923
"I930000891","ACCRVHX","00","494   ","LB",930,0.0001190476,930
"I930000891","ACCRVHX","00","494   ","LB",945,0.0001190476,945
"I930000891","ACCRVHX","00","494   ","LB",994,0.0001190476,994
"I930000891","ACCRVHX","00","494   ","LB",1131,0.0001190476,1131
"I930000891","ACCRVHX","00","494   ","LB",1235,0.0001190476,1235
"I930000891","ACCRVHX","00","494   ","LB",1319,0.0001190476,1319
"I930000891","ACCRVHX","00","494   ","LB",1339,0.0001190476,1339
"I930000891","ACCRVHX","00","494   ","LB",1340,0.0001190476,1340
"I930000891","ACCRVHX","00","494   ","LB",1492,0.0001190476,1492
"I930000891","ACCRVHX","00","494   ","LB",1581,0.0001190476,1581
"I930000891","ACCRVHX","00","494   ","LB",1592,0.0002380952,1592
"I930000891","ACCRVHX","00","494   ","LB",1768,0.0001190476,1768
"I930000891","ACCRVHX","00","494   ","LB",2163,0.0001190476,2163
"I930000891","ACCRVHX","00","494   ","LB",3255,0.0001190476,3255
"I930000891","ACCRVHX","00","494   ","LB",3392,0.0001190476,3392
"I930000891","ACCRVHX","00","494   ","LB",4767,0.0001190476,4767
"I930000891","ACCRVHY","00","401   ","LB",1,0.0236428571,1
"I930000891","ACCRVHY","00","402   ","LB",1,0.0023571429,1
"I930000891","ACCRVHY","00","403   ","LB",1,0.009452381,1
"I930000891","ACCRVHY","00","405   ","LB",1,0.0023571429,1
"I930000891","ACCRVHY","00","407   ","LB",1,0.0023571429,1
"I930000891","ACCRVHY","00","409   ","LB",1,0.0070952381,1
"I930000891","ACCRVHY","00","412   ","LB",1,0.0023571429,1
"I930000891","ACCRVHY","00","481   ","LB",1,0.009452381,1
"I930000891","ACCRVHY","00","482   ","LB",1,0.0023571429,1
"I930000891","ACCRVHY","00","484   ","LB",1,0.0047380952,1
"I930000891","ACCRVHZ","00","451   ","LB",1,0.0041904762,1
"I930000891","ACCRVHZ","00","452   ","LB",1,0.0005238095,1
"I930000891","ACCRVHZ","00","453   ","LB",1,0.0036666667,1
"I930000891","ACCRVHZ","00","454   ","LB",1,0.0026190476,1
"I930000891","ACCRVHZ","00","455   ","LB",1,0.0005238095,1
"I930000891","ACCRVHZ","00","456   ","LB",1,0.0026190476,1
"I930000891","ACCRVHZ","00","457   ","LB",1,0.0015714286,1
"I930000891","ACCRVHZ","00","459   ","LB",1,0.0015714286,1
"I930000891","ACCRVHZ","00","461   ","LB",1,0.0005238095,1
"I930000891","ACCRVHZ","00","462   ","LB",1,0.0005238095,1
"I930000891","ACCRVHZ","00","463   ","LB",1,0.0005238095,1
"I930000891","ACCRVHZ","00","491   ","LB",1,0.0005238095,1
"I930000891","ACCRVHZ","00","494   ","LB",1,0.0005238095,1
